username,twhandle,postdate,content,responding,reply,retweet,like
Haberlerver.com,@haberlerver,2021-08-05T17:59:45.000Z,"Perseid Meteor Yağmuru Ne Zaman?

https://haberlerver.com/2021/07/perseid-meteor-yagmuru.html…

#haberler #news #haber #haberlerver #haberlervercom #bilim #science #world #dünya #uzay #space #evren #universe #meteor #perseidmeteoryağmuru #perseidgöktaşıyağmuru #perseidmeteorshower #SonDakika","Haberlerver.com: Perseid Meteor Yağmuru Ne Zaman?
Perseid Meteor Yağmuru Ne Zaman?, 2021 Meteor Yağmuru, Perseid Meteor Yağmuru, Perseid Meteor Yağmuru 2021, Perseid Göktaşı Yağmuru, Meteor, Göktaşı
haberlerver.com",,,,"['haberler', 'news', 'haber', 'haberlerver', 'haberlervercom', 'bilim', 'science', 'world', 'dünya', 'uzay', 'space', 'evren', 'universe', 'meteor', 'perseidmeteoryağmuru', 'perseidgöktaşıyağmuru', 'perseidmeteorshower', 'SonDakika']"
Haberlerver.com,@haberlerver,2021-08-05T17:59:21.000Z,"Etna Yanardağı Hakkında Merak Edilenler

https://haberlerver.com/2021/07/etna-yanardagi.html…

#haberler #news #haber #haberlerver #haberlervercom #bilim #science #world #dünya #uzay #space #evren #universe #etna #italya #Italy #etnayanardağı #etnavolcano #volcano #SonDakika","Haberlerver.com: Etna Yanardağı Hakkında Merak Edilenler
Etna Yanardağı Hakkında Merak Edilenler, Etna Yanardağı Nerede?, Etna Yanardağı Son Durum, Etna Yanardağı Hakkında Bilgi, Etna Yanardağı Aktif mi?
haberlerver.com",,,,"['haberler', 'news', 'haber', 'haberlerver', 'haberlervercom', 'bilim', 'science', 'world', 'dünya', 'uzay', 'space', 'evren', 'universe', 'etna', 'italya', 'Italy', 'etnayanardağı', 'etnavolcano', 'volcano', 'SonDakika']"
Uzay Kahve,@uzaykahve54,2021-08-04T17:04:10.000Z,"Seyyar Voleybol filemiz minik arkadaşlarımızla buluştu.
#uzaykahve #uzay
@kasapoglu
 @topogluemre
 @yskosger
 @MuratEskici38
 @mehmet_ersoyy
 @DemirezenUgur
 @DrErdalnce
 @UvacinOzan
 @AlbulutAytekin",Gülay and 9 others,,4,10,"['uzaykahve', 'uzay']"
UzayA Hukuk ve Bilim Derneği,@UzayAhukuk,2021-08-04T16:49:10.000Z,"Uzay Hukuku'na giriş eğitimi, bu Cumartesi saat 20.30'da instagram sayfamızdan canlı olarak yayınlanacaktır. Ayrıca katılımcılara program sonunda Dernek onaylı ""Katılım Sertifikası "" takdim edilecektir.

#canlı #uzay #Program #instagram",,,1,1,"['canlı', 'uzay', 'Program', 'instagram']"
"kaptan,marsda inicem",@fsh77,2021-08-04T16:09:31.000Z,"#Kodlama #ders lerinde bugün biraz nostalji yaparak iki boyutlu #uzay savaşı temalı #oyun u yaparken bir çok kavramı öğrenmiş oluyoruz
#Dersler uzaktan etkileşimli olarak veya grup olarak verilebilir,kodlama öğrenme fırsatı 
https://scratch.mit.edu/proj",,,,,"['Kodlama', 'ders', 'uzay', 'oyun', 'Dersler']"
Songül Öğretmen-Beykent'in Fencisi,@fendefterim,2021-08-04T15:06:59.000Z,"#Tübitak #MeraklıMinik dergisi bu sayısında çok renkli 

#Gözlemevi
#Uzay
#Gözlem
#Evren
#Teleskop
#Bilim",,,,7,"['Tübitak', 'MeraklıMinik', 'Gözlemevi', 'Uzay', 'Gözlem', 'Evren', 'Teleskop', 'Bilim']"
Netyorum,@netyorumnet,2021-08-04T14:12:11.000Z,"Uzayda sivil rekabet: Milyarderler iş insanları karşı karşıya
 #Alan #Mi̇lyarder #Uzay #Yap #Yeni̇","Uzayda sivil rekabet: Milyarderler iş insanları karşı karşıya - Netyorum
Elon Musk, Jeff Bezos ve Richard Branson gibi dünyanın en zengin iş insanları uzay şirketleriyle son dönemlerin en popüler isimleri haline geldi ...
netyorum.net",,,,"['Alan', 'Mi', 'Uzay', 'Yap', 'Yeni']"
gaye haracci,@mediacat25,2021-08-04T12:23:34.000Z,"03 Ağustosda #Elon #Musk için Kısmet Var #Uzayla ilgili işlerde verimi artabilir demiştik. Gerçekten de tam da 03 Ağustosda Elon Musk müjdeyi verdi ""#Starship aracına 6 adet motor takıldı"" Böylece #Uzay #Turizmi Yapabilecek. 

https://shiftdelete.net/elon-musk-mars-yolculugu-icin-mujde-verdi…

https://blogchainn.com/post/02-08-ağuost/02-08-a%C4%9Fustos-2021-haftal%C4%B1k-bur%C3%A7-astroloji-05-ve-08-a%C4%9Fustos-haftan%C4%B1n-en-yo%C4%9Fun-g%C3%BCnleri…",,,,3,"['Elon', 'Musk', 'Uzayla', 'Starship', 'Uzay', 'Turizmi']"
MarineDealNews,@news_deal,2021-08-04T10:28:48.000Z,"Yeni güç dengesi: Uzay ve uzay savaşları
#Uzay #UzaySavaşları #NASA #NATO #ABD #Rusya #Çin #LazerHarbi #UyduSavaşları #İsrail #UzayKomutanlıkları #UzayOrdusu
#MarineDealNews #SavunmaDenizdeBaşlar","Yeni güç dengesi: Uzay ve uzay savaşları - MarineDealNews - Editörün Seçtikleri
Yeni güç dengesi: Uzay ve uzay savaşları-ABD ve Avrupa ülkelerinin ardından NATO’nun da uzayı askeri alan kabul etmesi, dünyadaki as...
marinedealnews.com",,,,"['Uzay', 'UzaySavaşları', 'NASA', 'NATO', 'ABD', 'Rusya', 'Çin', 'LazerHarbi', 'UyduSavaşları', 'İsrail', 'UzayKomutanlıkları', 'UzayOrdusu', 'MarineDealNews', 'SavunmaDenizdeBaşlar']"
Fizik Hub,@FizikHub,2021-08-04T01:23:22.000Z,"Hubble Uzay Teleskobu, Spiral Galaksiyi Görüntüledi
#Hubble #Telescope #teleskop #uzay #Space #NASA #ESA #SpaceX #fleets #Cosmos #zehragunes #UNIVERSE #evren #photography #NaturePhotography #doga #astronomy #Astrophotography #galaksi #galaxy #Gitmiyorum #Scotland #photooftheday",,1,2,4,"['Hubble', 'Telescope', 'teleskop', 'uzay', 'Space', 'NASA', 'ESA', 'SpaceX', 'fleets', 'Cosmos', 'zehragunes', 'UNIVERSE', 'evren', 'photography', 'NaturePhotography', 'doga', 'astronomy', 'Astrophotography', 'galaksi', 'galaxy', 'Gitmiyorum', 'Scotland', 'photooftheday']"
Netyorum,@netyorumnet,2021-08-03T20:38:45.000Z,"Profesör Bilim: Dünyaya getirsek fakir kalmaz! Türkiye de çalışmalara başladı
 #Bi̇li̇m #Çalışma #Dünya #Teknoloji̇ #Uzay","Profesör Bilim: Dünyaya getirsek fakir kalmaz! Türkiye de çalışmalara başladı - Netyorum
Prof. Dr. Niyazi Bilim, dünyanın bütçesinin yaklaşık 136 bin katı fazla olan ""16 Psyche' adlı asteroid hakkında bilgilendirmede bulundu. Bilim ...
netyorum.net",,,,"['Bi', 'Çalışma', 'Dünya', 'Teknoloji', 'Uzay']"
İlgi Haber,@ilgihaber,2021-08-03T10:22:55.000Z,"Ekonomik devrimin yeni adı: Uzay madenciliği!
http://ilgihaber.com/m/ekonomik_devrimin_yeni_adi_uzay_madenciligi-148130.html… 

#ilgihaber #konyasondakika 
@NASA
 @NASAturkiye
 @esa
 @JAXA_en
 @tuajans
 #NASA 
@tubitakuzay
 @cosmicdynamics
 #uzay #Konya 
@uzayvebilimtr
 @BilimVeGercek
 #bilim #sondakika","Ekonomik devrimin yeni adı: Uzay madenciliği
İlerlemenin tek yolu bilim ve teknolojiden geçiyor. Merak edip bu sektörde bulunmaya özen göstermesinin gerekliliği;
ilgihaber.com",,,,"['ilgihaber', 'konyasondakika', 'NASA', 'uzay', 'Konya', 'bilim', 'sondakika']"
TIMETURK,@timeturk,2021-08-03T10:07:11.000Z,"Ekonomik devrimin yeni adı: #Uzay madenciliği 

Prof. Dr. Niyazi Bilim: ""16 Psyche' adlı asteroidin içindeki değerli mineraller dünya bütçesinin yaklaşık 136 bin katı değerinde""","Ekonomik devrimin yeni adı: Uzay madenciliği
Prof. Dr. Niyazi Bilim, 'Uzay madenciliğiyle dünyamıza maden getirebilirsek hem maden fiyatları düşmüş olacak hem de ilerleyen zamanda insanların daha refah yaşam sürmesinin önünü açmış olacağız.'...
timeturk.com",6,2,2,['Uzay']
Üç Sütun Haber Takip edin...,@3Sutuncom,2021-08-03T10:05:50.000Z,"Kuantum fizikçiden yeni teori:
""Uzaylılar yanıp sönen yıldızlarla iletişim kuruyor olabilir"" #Uzay #UFO","Uzaylılar yanıp sönen yıldızlarla iletişim kuruyor olabilir - Üç Sütun
Gökyüzünde milyonlarca yanıp sönen yıldız bulunuyor. Bir kuantum fizikçi uzaylıların bu yıldızlarla iletişim kurduğu iddia edildi.
ucsutun.com",,,,"['Uzay', 'UFO']"
Netyorum,@netyorumnet,2021-08-03T09:30:14.000Z,"Dünya bütçesinin 136 bin katı değerinde maden uzayda bizi bekliyor
 #Bi̇li̇m #Çalışma #Maden #Teknoloji̇ #Uzay","Dünya bütçesinin 136 bin katı değerinde maden uzayda bizi bekliyor - Netyorum
Prof. Dr. Niyazi Bilim, ""16 Psyche asteoridinin içindeki platin, altın, gümüş, moniplen gibi minaraller dünyanın bütçesinin yaklaşık 136 bin ...
netyorum.net",,,,"['Bi', 'Çalışma', 'Maden', 'Teknoloji', 'Uzay']"
menteş-ufoloji,@ensmentes,2021-08-03T09:27:45.000Z,"Yeni video yayında. İzlemeyi ve kanala abone olmayı unutmayınız.
#ufoloji #mentesufoloji #UFO #uzay #uzaylı #YouTube 

EKİN ÇEMBERLERİ - CROP CIRCLE - HEPSİ TEK BİR KASABAYI İŞARET EDİYOR https://youtu.be/tyJp0uUePhY 
@YouTube
 aracılığıyla","EKİN ÇEMBERLERİ - CROP CIRCLE - #UFO #UFOLOJİ
EKİN ÇEMBERLERİ, dünyada bilinen adıyla CROP CIRCLE tarihin her döneminde toplumlarca şahit olunmuş bir olaydır. Ancak bu fenomene bir açıklama getiremedikle...
youtube.com",,,,"['ufoloji', 'mentesufoloji', 'UFO', 'uzay', 'uzaylı', 'YouTube']"
Fizik Hub,@FizikHub,2021-08-02T21:17:13.000Z,"Gökbilimciler bir kara deliğin nasıl besleneceğini keşfetti
#astronomy #Astrophotography #nature #Science #bilim #doğa #karadelik #blackhole #Physics #fizik #dieng #niluefer #NASA #toki #SpaceX #şaban #Space #Uzay #Photography #instagramdown",,1,2,4,"['astronomy', 'Astrophotography', 'nature', 'Science', 'bilim', 'doğa', 'karadelik', 'blackhole', 'Physics', 'fizik', 'dieng', 'niluefer', 'NASA', 'toki', 'SpaceX', 'şaban', 'Space', 'Uzay', 'Photography', 'instagramdown']"
Uzaydan Haberler,@uzaydanhaberler,2021-08-02T20:31:07.000Z,26 Temmuz – 2 Ağustos | Uzayda Bu Hafta #uzaydabuhafta #space #science #news #uzay #bilim #uzaydanhaberler,,,,3,"['uzaydabuhafta', 'space', 'science', 'news', 'uzay', 'bilim', 'uzaydanhaberler']"
TurkceBilgi.Net,@TurkcebilgiNet,2021-08-02T20:23:04.000Z,Pearl Harbor'a zarar görmeden hayatta kalan... - #tarih #savaş #abd #ııdünyasavaşı #ingiliz #japonya #arjantin #gemi - #uzay #pazartesi,"Pearl Harbora zarar görmeden hayatta kalan tek tarih - savaş - abd - ıı dünya savaşı - ingiliz -...
Pearl Harbora zarar görmeden hayatta kalan tek nedir ve Pearl Harbora zarar görmeden hayatta kalan tek hakkında kısa ilginç bilgi Pearl Harbora zarar görmeden hayatta kalan tek ile ilgili kullanıcı...
turkcebilgi.org",,,,"['tarih', 'savaş', 'abd', 'ııdünyasavaşı', 'ingiliz', 'japonya', 'arjantin', 'gemi', 'uzay', 'pazartesi']"
UzayA Hukuk ve Bilim Derneği,@UzayAhukuk,2021-08-01T13:05:41.000Z,"Bize ulaşmanızı bekliyoruz .

#dernek #gundem #guncel #Uzay #ilan #bilim #hukuk #Space #personel #görev #çağrı","UzayA Hukuk ve Bilim Derneği
@UzayAhukuk
 · May 16
Günceldir.",,,1,"['dernek', 'gundem', 'guncel', 'Uzay', 'ilan', 'bilim', 'hukuk', 'Space', 'personel', 'görev', 'çağrı']"
TurkceBilgi.Net,@TurkcebilgiNet,2021-08-01T12:23:08.000Z,Çok fazla havuç yerseniz deri renginiz... - #biyoloji #hastalık #karotenemi #havuç - #uzay #pazar,"Çok fazla havuç yerseniz deri renginiz portakal biyoloji - hastalık - karotenemi - havuç
Çok fazla havuç yerseniz deri renginiz portakal nedir ve Çok fazla havuç yerseniz deri renginiz portakal hakkında kısa ilginç bilgi Çok fazla havuç yerseniz deri renginiz portakal ile ilgili kullan...
turkcebilgi.org",,,,"['biyoloji', 'hastalık', 'karotenemi', 'havuç', 'uzay', 'pazar']"
Hamit BİLGİLİ,@HamitBLGL6,2021-08-01T12:20:42.000Z,"""Nasıl yaşıyorsanız öyle yönetilirsiniz.""
#İbanNumarası isteyen bir Ülke de #Uzay demek, bir yalandır.",,,,,"['İbanNumarası', 'Uzay']"
Düşünbil Dergisi,@dusunbildergisi,2021-08-01T11:20:41.000Z,Fizikçilere göre #zaman sadece zihnimizde var olabilir https://dusunbil.com/fizikcilere-gore-zaman-sadece-zihnimizde-var-olabilir/?utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost… #einstein #evren #termodinamik #uzay,"Fizikçilere göre zaman sadece zihnimizde var olabilir
Evrensel zaman artarak ilerleyen bir şey değil. Günlük hayatlarımızda yüzleştiğimiz baskıların arasında, zamanın doğasının en derin etkiye sahip olduğuna karşı çıkmamız mümkün değildir. Günlerimiz,...
dusunbil.com",1,2,29,"['zaman', 'einstein', 'evren', 'termodinamik', 'uzay']"
UzayA Hukuk ve Bilim Derneği,@UzayAhukuk,2021-08-01T11:04:40.000Z,"Bir Türk isim Prof. Dr. Behçet Açıkmeşe NASA'nın Mars araştırmaları için gönderdiği Perseverance iniş algoritmalarını tasarladı. NASA JPL'de çalışıyor.
@tuajans
 bu isme acilen çağrı yapmalı, Dernek olarak sürekli gündemde tutacağız.

https://lnkd.in/d-TYvbj
@serdarhuseyiny
 #uzay","Behcet Acikmese on LinkedIn: Mars 2020 Perseverance Rover | 57 comments
https://lnkd.in/gJM6kid One more successful landing! An amazing outcome today. I was very fortunate to be a part of the team that developed the guidance... 57 comments on LinkedIn
linkedin.com",,1,1,['uzay']
MYWAY,@mywayTurkey,2021-08-01T11:04:18.000Z,"Bu videodaki kişi Morgan Freeman değil alttaki kişi konuşuyor ve hareket ediyor. Üstelik tüm bunlar Freeman’ın bir fotoğrafı üzerinden yapılıyor (Deep fake) yani bir yapay zeka ürünü…
#via Uzay Bilim ve Teknoloji
#uzay #bilim #teknoloji",,2,11,22,"['via', 'uzay', 'bilim', 'teknoloji']"
kozmolog.net,@1kozmolog,2021-08-01T10:51:21.000Z,"Dark Science Ağustos Ayı sayısı karşınızda! Dergimizi ÜCRETSİZ olarak PDF formatında indirip hemen okumaya başlayabilirsiniz. https://kozmolog.net/dark-science-dergisi…

#bilim #science #uzay #dergi #bilimtarihi #bilimdergi  #teknoloji #dergiler #bilimveteknoloji #doğa #biyoloji #tarih #spor",,,,,"['bilim', 'science', 'uzay', 'dergi', 'bilimtarihi', 'bilimdergi', 'teknoloji', 'dergiler', 'bilimveteknoloji', 'doğa', 'biyoloji', 'tarih', 'spor']"
Mehmet İlkay Sıkıcı,@MehmetlkaySkc1,2021-07-30T23:18:33.000Z,balıkesirden gördüm izmir tarafına meteor düşmüş. Göktaşı ozon tabakasına girdiğinde 3-4 parçaya bölündü. ozona girmeden turkuaz renkteydi. ozona çarpma anında ışık saçılması arttı ve düşen parçalar turuncu alev topu şeklinde düşmeye devam etti. #izmir #meteor #göktaşı #uzay,,,2,8,"['izmir', 'meteor', 'göktaşı', 'uzay']"
medi,@hale_medi,2021-07-30T21:58:04.000Z,(4)Dünya'nın 30 bin ışık yılı kadar yakınında meydana gelmiş olabilir. #jeoloji #uzay #element,,,,3,"['jeoloji', 'uzay', 'element']"
Kozmos Ekstra,@KozmosEkstra,2021-07-30T19:11:44.000Z,"Samanyolu Galaksisi ve Akrep Takımyıldızı'nın Yer Tabanlı Görüntüsü, Akira Fujii 

#samanyolu #galaksi #akrep #takımyıldızı #astronomi #uzay #evren",,,,6,"['samanyolu', 'galaksi', 'akrep', 'takımyıldızı', 'astronomi', 'uzay', 'evren']"
"kaptan,marsda inicem",@fsh77,2021-07-30T16:01:59.000Z,"#Kodlama #ders lerinde bugün biraz nostalji yaparak iki boyutlu #uzay savaşı temalı #oyun u yaparken bir çok kavramı öğrenmiş oluyoruz
#Dersler uzaktan etkileşimli olarak veya grup olarak verilebilir,kodlama öğrenme fırsatı 
https://scratch.mit.edu/proj",,,,,"['Kodlama', 'ders', 'uzay', 'oyun', 'Dersler']"
Demokrat Gündem,@demokratgundem,2021-07-30T15:05:20.000Z,"Türkiye'deki yangınlar uydudan izleniyor
https://bit.ly/2WruMZt +++ #türkiye #yangın #uzay",,,,,"['türkiye', 'yangın', 'uzay']"
doriangrayinportresi,@mhtpbo,2021-07-30T13:55:27.000Z,Uzay araci aliriz derken uzay gemisinden mi bahsedio  #tekderdinizkaos #Uzay #YenidenYeserteceğiz,"Sputnik Türkiye
@sputnik_TR
Rusya devletine bağlı medya
 · Jul 30
Pakdemirli: Envanterimizde yangın söndürme uçağı ve helikopteri yok.
Cumhurbaşkanımızın talimatıyla ihale çalışmalarına başladık. Uzay aracı kullanmamız gerekse Orman Teşilatı olarak onu da alır kullanırız http://sptnkne.ws/GUhp",1,,1,"['tekderdinizkaos', 'Uzay', 'YenidenYeserteceğiz']"
Flyrops,@Flyrops,2021-07-30T13:15:42.000Z,"Rus Nauka Modülü Yanlışlıkla ISS’yi Yörüngesinden Saptırdı!
#Nauka #Rusya #Uzay #ISS","Rus Nauka Modülü Yanlışlıkla ISS'yi Yörüngesinden Saptırdı! | Flyrops
Rusya’nın Nauka laboratuvar modülü Uluslararası Uzay İstasyonu’na (ISS) bağlandıktan kısa süre sonra yanlışlıkla ateşlenip istasyonu konumundan çıkarttı… Yerleştirmeden yaklaşık iki saat sonra, Nauka...
flyrops.com",,,,"['Nauka', 'Rusya', 'Uzay', 'ISS']"
UNGO,@ungocomtr,2021-07-30T12:54:24.000Z,Robert Hooke: Hücreyi keşfeden bilim adamı #tarih #uzay #doğa,"Robert Hooke: Hücreyi keşfeden bilim adamı - UNGO
İçindekiler göster I. Robert Hooke'un ilk yılları II. Fizik ve mekaniğe katkıları III. İcatları IV. Mikroskop ve hücre teorisi V. Büyük Londra Yangını anıtı VI. Ölümü Robert Hooke, matematik,...
ungo.com.tr",1,,,"['tarih', 'uzay', 'doğa']"
TurkceBilgi.Net,@TurkcebilgiNet,2021-07-30T12:23:01.000Z,Almanya'da hiperenflasyon sırasında parayı yakıt olarak... - #tarih #almanya #para #ekonomi #hiperenflasyon - #uzay #cuma,"Almanyada hiperenflasyon sırasında parayı yakıt olarak kullanmak, tarih - almanya - para - ekonomi...
Almanyada hiperenflasyon sırasında parayı yakıt olarak kullanmak, nedir ve Almanyada hiperenflasyon sırasında parayı yakıt olarak kullanmak, hakkında kısa ilginç bilgi Almanyada hiperenflasyon...
turkcebilgi.org",,,,"['tarih', 'almanya', 'para', 'ekonomi', 'hiperenflasyon', 'uzay', 'cuma']"
Emirhan Perker,@emirhan_perker,2021-07-29T20:47:57.000Z," 
#karikatür #karikatur #astronot #karikatürhane #uzay #caricature
#gününkaresi #tespit #mizahtürkiye #mizah",,,,7,"['karikatür', 'karikatur', 'astronot', 'karikatürhane', 'uzay', 'caricature', 'gününkaresi', 'tespit', 'mizahtürkiye', 'mizah']"
İzmir Yüksek Teknoloji Enstitüsü (İYTE),@iyteedutr,2021-07-29T19:17:19.000Z,"Enstitümüz bünyesinde faaliyetlerini sürdüren 
@Teknoparkizmir_
 ile Havacılık Uzay Kümelenmesi Derneği arasında protokol imzalandı. Yapılan protokol ile Türk Havacılık, #Uzay ve Savunma Sanayii’nin üretim, tasarım ve Ar-Ge konularında ortak projeler geliştirilmesi amaçlanıyor.",,1,,4,['Uzay']
Abdurrahman Toraman,@A_Toraman_,2021-07-29T19:05:44.000Z,"Tüm dünya ülkelerini haraca bağlayan şeytan, ""Örtülü ödenek"" adı altında senden benden toplanan paralarla AYA GİTTİ ÖYLEMİ.. siz uyumaya devam edin sayın köleler.. 
#NASA bir film stüdyosudur.. #uzay hakkında anlatılanların tümü #bilim değil Paganist bir #DİN dir.",,,1,2,"['NASA', 'uzay', 'bilim', 'DİN']"
Onur Murat GÜLTEKİN,@ONURMURATGLTKN,2021-07-29T18:39:36.000Z,#Einstein ın Genel Görelilik Kuramı 100 yıl sonra kanıtlanmış. ABD de Stanford Üniversitesi ndeki bilim insanları uzayın büküldüğünü ilk kez gözlemlemiş. Bilim dünyası için büyük bir gelişme  #genelgörelilikkuramı #bilim #stanforuniversity #uzay,,,1,3,"['Einstein', 'genelgörelilikkuramı', 'bilim', 'stanforuniversity', 'uzay']"
Sözlük,@_terimlersozluk,2021-07-29T16:59:03.000Z,"NASA, görünümü bir yılbaşı ağacını andırdığı... - #fotoğraf #teknoloji #bilim #uzay #nasa #görüntü #yıldız - #astronomi #perşembe","NASA, görünümü bir yılbaşı ağacını andırdığı için fotoğraf - teknoloji - bilim - uzay - nasa -...
NASA, görünümü bir yılbaşı ağacını andırdığı için nedir ve NASA, görünümü bir yılbaşı ağacını andırdığı için hakkında kısa ilginç bilgi NASA, görünümü bir yılbaşı ağacını andırdığı için ile ilgili...
turkcebilgi.org",,,,"['fotoğraf', 'teknoloji', 'bilim', 'uzay', 'nasa', 'görüntü', 'yıldız', 'astronomi', 'perşembe']"
"kaptan,marsda inicem",@fsh77,2021-07-29T16:03:33.000Z,"#Kodlama #ders lerinde bugün biraz nostalji yaparak iki boyutlu #uzay savaşı temalı #oyun u yaparken bir çok kavramı öğrenmiş oluyoruz
#Dersler uzaktan etkileşimli olarak veya grup olarak verilebilir,kodlama öğrenme fırsatı 
https://scratch.mit.edu/proj",,,,,"['Kodlama', 'ders', 'uzay', 'oyun', 'Dersler']"
Ulusal.com.tr,@ulusalcomtr,2021-07-29T14:40:00.000Z,"Çin'den yeni uzay hamlesi

#çin #uzay #pekin","Çin'den uzayda bir hamle daha: Yeni uydu gönderildi
Çin uzayda yaptığı hamlelere bir yenisini daha ekledi. Yapılan açıklamada, uzaya veri aktarımı özellikli yeni uydu gönderildiği duyuruldu.
ulusal.com.tr",,,3,"['çin', 'uzay', 'pekin']"
Ulusal Kanal,@ulusalkanal,2021-07-29T14:40:00.000Z,"Çin'den yeni uzay hamlesi

#çin #uzay #pekin","Çin'den uzayda bir hamle daha: Yeni uydu gönderildi
Çin uzayda yaptığı hamlelere bir yenisini daha ekledi. Yapılan açıklamada, uzaya veri aktarımı özellikli yeni uydu gönderildiği duyuruldu.
ulusal.com.tr",,1,1,"['çin', 'uzay', 'pekin']"
Av.Abdurrahman Onay,@onay_av,2021-07-29T13:38:59.000Z,#Nauka #ISS #Roscosmos #Uzay #Science #Bilim,,,,,"['Nauka', 'ISS', 'Roscosmos', 'Uzay', 'Science', 'Bilim']"
bidinle.com,@bidinlecom,2021-07-29T13:13:35.000Z,"Einstein'ın Genel Görelilik Teorisi 100 yıl sonra kanıtlandı: Uzayın büküldüğü ilk kez gözlemlendi
https://bidinle.com/@bidinle-haber-merkezi/einsteinin-genel-gorelilik-teorisi-100-yil-sonra-kanitlandi-uzayin-bukuldugu-ilk-kez-gozlemlendi…
#einstein #görelilikteorisi #bilim #uzay",,,,,"['einstein', 'görelilikteorisi', 'bilim', 'uzay']"
muallime,@muallimesvd,2021-07-28T21:16:12.000Z,"#coronavirus #virus #savaş #felaket #tesettür #dünya #eğlence #yaşam #vatan 
#Allah #Enbiya #İslam  #kuran #İslam #gündem  #imtihan #ahiret #cennet #cehennem #mülk #ölüm #hayat #dünya  #aile #huzur #sağlık #uzay #evren #gökyüzü #yıldız #star #mutluluk #sadaka #zekat #namaz",,,,1,"['coronavirus', 'virus', 'savaş', 'felaket', 'tesettür', 'dünya', 'eğlence', 'yaşam', 'vatan', 'Allah', 'Enbiya', 'İslam', 'kuran', 'İslam', 'gündem', 'imtihan', 'ahiret', 'cennet', 'cehennem', 'mülk', 'ölüm', 'hayat', 'dünya', 'aile', 'huzur', 'sağlık', 'uzay', 'evren', 'gökyüzü', 'yıldız', 'star', 'mutluluk', 'sadaka', 'zekat', 'namaz']"
Sivas Karikatürleri,@sivaskarikatur,2021-07-28T21:06:32.000Z,Bas git ! #sivas #sivaskarikatür #karikatür #sivaslı #sivasmizah #yiğido #caricatura #kangal #zuvas #sivaslılar #akıncılar #altınyayla #divriği #doğanşar #gemerek #gölova #gürün #hafik #imranlı #koyulhisar #suşehri #şarkışla #ulaş #göktaşı #uzay #atmosfer #meteor #meteorite,,,,2,"['sivas', 'sivaskarikatür', 'karikatür', 'sivaslı', 'sivasmizah', 'yiğido', 'caricatura', 'kangal', 'zuvas', 'sivaslılar', 'akıncılar', 'altınyayla', 'divriği', 'doğanşar', 'gemerek', 'gölova', 'gürün', 'hafik', 'imranlı', 'koyulhisar', 'suşehri', 'şarkışla', 'ulaş', 'göktaşı', 'uzay', 'atmosfer', 'meteor', 'meteorite']"
yardimmilazim,@KaydaDegerNeVar,2021-07-28T18:28:08.000Z,"Uydulara yerli enerji
#yerlivemillisanayi 
#teknoloji 
#uzay
https://kaydadegernevarsa.blogspot.com/2021/07/uydulara-yerli-enerji.html?m=1…",,,,,"['yerlivemillisanayi', 'teknoloji', 'uzay']"
TurkceBilgi.Net,@TurkcebilgiNet,2021-07-28T18:23:03.000Z,İngiltere'den bağımsızlığını alan ülkeler ve bağımsızlıklarını... - #tarih #ingiltere #özgürlük - #uzay #çarşamba,"İngiltereden bağımsızlığını alan ülkeler ve bağımsızlıklarını kazandıkları tarih - ingiltere -...
İngiltereden bağımsızlığını alan ülkeler ve bağımsızlıklarını kazandıkları nedir ve İngiltereden bağımsızlığını alan ülkeler ve bağımsızlıklarını kazandıkları hakkında kısa ilginç bilgi İngiltereden...
turkcebilgi.org",,,,"['tarih', 'ingiltere', 'özgürlük', 'uzay', 'çarşamba']"
Barış Barış,@_barisbaris_,2021-07-28T18:19:59.000Z,"İkinci yazar olarak katkı verdiğim ""Güneş Sistemi'nde, Dünya Harici Bir Gezegende veya Bir Uyduda Yaşam Olabilir mi? Buralarda İnsanlar Yaşayabilir mi?"" başlıklı yazımız 
@evrimagaci
 platformunda yayınlandı
https://evrimagaci.org/gunes-sisteminde-dunya-harici-bir-gezegende-veya-bir-uyduda-yasam-olabilir-mi-buralarda-insanlar-yasayabilir-mi-8018…
#bilim #uzay","Güneş Sistemi'nde, Dünya Harici Bir Gezegende veya Bir Uyduda Yaşam Olabilir mi? Buralarda İnsanlar...
Yuri Gagarin'in 12 Nisan 1961 tarihinde uzaya çıkması ile birlikte insanlık yeni bir döneme girmiş oldu. Artık ulaşabildiğimiz sınırların
evrimagaci.org",,,,"['bilim', 'uzay']"
Fizik Hub,@FizikHub,2021-07-28T17:31:39.000Z,"Kuantum Teorisi Giriş
1-Kuantum teorisi, atom altı seviyedeki maddenin ve enerjinin doğasını ve davranışını açıklayan modern fiziğin teorik temelidir.
#kuantum #teori #Quantum #Science #bilim #fizik #Physics #NASA #SpaceX #space #uzay #planck #Manavgat #evlenbenimle #UNIVERSE",,1,6,8,"['kuantum', 'teori', 'Quantum', 'Science', 'bilim', 'fizik', 'Physics', 'NASA', 'SpaceX', 'space', 'uzay', 'planck', 'Manavgat', 'evlenbenimle', 'UNIVERSE']"
