username,twhandle,postdate,content,responding,reply,retweet,like 
Yıldız Teknoloji,@yildizteknoloji,2021-07-30T11:31:01.000Z,"Bir web sitesindeki farklı içerik alanları için oluşturulan web adresleri subdomain olarak adlandırılır. Subdomain; Google gibi arama motorları tarafından ana domainin uzantısı gibi algılanır, ana domaine bağlı açılabilir. #yildizteknoloji #teknoloji #alanadı #domain #subdomain",,,,
Eko Ayrıntı - ekoayrinti.com,@ekoayrinti,2021-07-30T11:17:35.000Z,Windows 11’in İlk Beta Sürümü Yayınlandı http://dlvr.it/S4jq7K #Teknoloji,"Windows 11'in İlk Beta Sürümü Yayınlandı - ekoayrıntı
Microsoft, Windows Insider Programına kaydı bulunan kullanıcılar için 29 Temmuz tarihinde yapılan yeni duyuru ile birlikte Beta sürümü açıkladı. Yeni sürüm,
ekoayrinti.com",,,
Eko Ayrıntı - ekoayrinti.com,@ekoayrinti,2021-07-30T11:17:33.000Z,Fortnite İçin Bekleyiş Bitiyor: Rift Tour Başlıyor!  http://dlvr.it/S4jq3r #Teknoloji,"Fortnite İçin Bekleyiş Bitiyor: Rift Tour Başlıyor!  - ekoayrıntı
Fortnite için Epic Games tarafından yeni bir duyuru yapıldı. Açıklamada Rift Tour adıyla yeni bir oyun içi etkinliğin başlayacağı belirtildi.
ekoayrinti.com",,,
Teknobuk,@teknobuk,2021-07-30T11:08:11.000Z,"Motorola Edge 20 Lite Tanıtıldı! İşte Fiyatı ve Özellikleri

#Teknoloji #TeknolojiHaberleri #Motorola #AkıllıTelefon #MotorolaEdge20Lite https://teknobuk.com/motorola-edge-20-lite-fiyati-ve-ozellikleri/…",,,,
Sanal Konular,@SanalKonular,2021-07-30T11:05:44.000Z,"“Fırtına Yaklaşıyor!” 3 Analist, Altın Tahminlerini Paylaştı
https://haberlerburda.com/firtina-yaklasiyor-3-analist-altin-tahminlerini-paylasti/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Gazete Haberi,@gazetehaberii,2021-07-30T10:56:28.000Z,Bilişim 500 için geri sayım başladı #Teknoloji,"Bilişim 500 için geri sayım başladı
Haberin Detayları İçin Tıklayınız..
gazetehaberi.com",,,
Gazete Haberi,@gazetehaberii,2021-07-30T10:56:05.000Z,Mobil oyunlara 44.7 miyar dolar harcandı #Teknoloji,"Mobil oyunlara 44.7 miyar dolar harcandı
Haberin Detayları İçin Tıklayınız..
gazetehaberi.com",,,
Sanal Konular,@SanalKonular,2021-07-30T10:45:02.000Z,"Polonyalı İnfluencer, Aşkını 250 Bin Dolara NFT Olarak Sattı
https://haberlerburda.com/polonyali-influencer-askini-250-bin-dolara-nft-olarak-satti/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Sanal Konular,@SanalKonular,2021-07-30T10:35:53.000Z,"Milyarlık Bitcoin Opsiyonlarının Vadesi Bugün Doluyor! Neler Olabilir?
https://haberlerburda.com/milyarlik-bitcoin-opsiyonlarinin-vadesi-bugun-doluyor-neler-olabilir/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
TEKNOBH,@teknobhcom,2021-07-30T09:26:59.000Z,"Huawei Watch GT 2 Pro EKG ve Band 6 Pro modelleri duyuruldu

➤ https://teknobh.com/huawei-watch-gt-2-pro-ekg-ve-band-6-proyu-duyurdu/…

#HuaweiP50Pro #huaweiwatch3ph #trend #sondakika #haberler #güncel #teknoloji","Huawei Watch GT 2 Pro EKG ve Band 6 Pro'yu Duyurdu | TEKNOBH
Huawei Watch GT 2 Pro EKG ve Band 6 Pro olarak adlandırdığı yeni akıllı saatlerini duyurdu. İşte yeni saatler ile ilgili merak edilen tüm detaylar
teknobh.com",,,
Buta Grup,@butagruptr,2021-07-30T09:26:26.000Z,"Android Authority adlı teknoloji sitesi yeni bir araştırma başlattı. Araştırma sonunda, 5G özelliğini devre dışı bırakanların oranı %40'lara yaklaştı. 

https://webtekno.com/5g-devre-disi-birakan-kullanicilarin-sayisi-40-a-yakin-h112933.html…

#5G #5Gteknolojisi #haftanınteknolojihaberi #teknoloji #haber #butadanbilgiler #butagrup",,,,
Sanal Konular,@SanalKonular,2021-07-30T09:20:04.000Z,"Piyasa İzleme: Bitcoin Düşerken Bu 6 Altcoin Pompalanıyor!
https://haberlerburda.com/piyasa-izleme-bitcoin-duserken-bu-6-altcoin-pompalaniyor/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Rella Medya,@rellamedya,2021-07-30T09:11:19.000Z,"""Online Platformlarda Olmak İstiyorsunuz Fakat Nereden Başlamanız Gerektiğini Bilmiyorsanız Bizi Arayın""

 0850 840 10 03

#rellamedya #webdesign #kurumsalkimlikçalışmaları #logo #logodesign #website #reklam #advertisement #dijitalpazarlama #digitalmarketing #teknoloji #fidan",,,1,2
Teknoloji.org,@teknoloji_org,2021-07-30T09:00:07.000Z,"The Simpsons: Hit & Run Remaster hakkında bir gelişme ortaya çıktı. Peki, The Simpsons: Hit & Run Remaster piyasaya çıkıyor mu?

>>https://teknoloji.org/the-simpsons-hit-run-remaster-hayranlarini-uzdu…

#teknoloji #hitrun #remaster #thesimpsons",,,,2
Reform Haber,@reformhaberr,2021-07-30T08:57:55.000Z,"GAGİAD, geleceğin dili kodlamayı konuştu https://reformhaber.com/bilim-teknoloji/gagiad-gelecegin-dili-kodlamayi-konustu-h16090.html… 

#Gaziantep #Reformhaber #bilim #teknoloji #kodlama 
@Gagiad","GAGİAD, geleceğin dili kodlamayı konuştu
GAGİAD’ın düzenlediği “Robotik Kodlama ve Tasarımı” konulu video konferansta robotik kodlamanın amacı, dünyadaki ve ülkemizdeki uygulamaları ile programlamayı öğrenmenin faydaları gibi konular ele...
reformhaber.com",,1,
Eko Ayrıntı - ekoayrinti.com,@ekoayrinti,2021-07-30T08:45:02.000Z,Twitter Spaces’e Güncelleme Geldi! İşte Yenilikler http://dlvr.it/S4jNdB #Teknoloji #twitter,"Twitter Spaces’e Güncelleme Geldi! İşte Yenilikler - ekoayrıntı
Twitter Spaces’e güncelleme geliyor. Yeni güncelleme ile ses özelliğine yönelik önemli bir hamle yapılacak.
ekoayrinti.com",,,
Sanal Konular,@SanalKonular,2021-07-30T08:40:08.000Z,"RippleNet Genel Müdürü: “Ripple Merkez Bankalarıyla Uzun Bir Süredir Görüşüyor”
https://haberlerburda.com/ripplenet-genel-muduru-ripple-merkez-bankalariyla-uzun-bir-suredir-gorusuyor/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Miafon Teknoloji,@miafonteknoloji,2021-07-30T07:00:02.000Z,"Miafon son teknoloji şifre ve kartlı geçiş sistemiyle
ekstra güvenlik ve kullanım kolaylığı sunar.

#miafon #miafonteknoloji #diyafondegilmiafon #teknoloji",,,,
Gazete Haberi,@gazetehaberii,2021-07-30T06:51:39.000Z,Lenovo ve FC Inter'den iş birliği #Teknoloji,"Lenovo ve FC Inter'den iş birliği
Haberin Detayları İçin Tıklayınız..
gazetehaberi.com",,,
Investing Türkiye,@InvestingTR,2021-07-30T06:45:42.000Z,"ABD ve Avrupa vadeli endeksleri düşüyor.

#Teknoloji hisselerinde yoğunlaşan satışlar ABD ve Avrupa vadeli endekslerinde düşüş getiriyor.","ABD ve Avrupa vadeli endeksleri düşüyor Yazar Foreks
ABD ve Avrupa vadeli endeksleri düşüyor
tr.investing.com",,1,1
KAİD,@kaid_edh,2021-07-30T06:44:39.000Z,"#Netflix GIFT CARDS HEDİYELİ 
#Kaid 2021 Yılı Bilgi Teknolojileri Eğilim Araştırma Anketi 
Katılım: http://kaid.com.tr 

#Bilgi #Teknoloji #Süreç #Eğitim #Danışmanlık #BT #IT #education #BilgiTeknolojileri #ITSM #Process #Anket #Hediye #Gift","0:00
46 views",,2,1
Atlas Yazılım,@AtlasYazilim,2021-07-30T06:30:27.000Z,"Atlas Yazılım Ajans Hizmetlerimiz İle Markanızın Bilinirliğini Arttıralım 

http://atlasyazilim.com.tr

#atlasyazılım #teknoloji #technology #yazılım",,,,
Bi Göz At,@bigozat,2021-07-30T06:12:13.000Z,Youtube Kısa Videolar Kullanımda: Diğer Platformlarda Durum/Hikaye Diye Bildiğimiz Videolar https://youtu.be/oguIwUx1rk8 #haber #teknoloji #YouTubeShorts #YoutubeKısaVideo #youtubehikayeler #youtubedurum #cuma #cumanızmübarekolsun,"Youtube Kısa Videolar Kullanımda: Diğer Platformlarda Durum/Hikaye...
Youtube, YouTube Shorts (Youtube Kısa Videolar) adıyla bir süredir denemesini yaptığı özelliği herkese açtı. Whatsapp Durum, İnstagram/Facebook Hikayeler diy...
youtube.com",,,
Phishing,@Phishinngg,2021-07-30T06:10:03.000Z,"Phishing Saldırılarını Önlemenin 10 Yolu
https://phishing.com.tr/phishing-saldirilarini-onlemenin-10-yolu/…
#sibergüvenlik #hackleme #güvenlik #hacker #teknoloji #infosec #tech #etikhackleme #sibersuç #hackerlar #siber #programlama #sibersaldırı #gizlilik #kodlama #oltalama #zararlıyazılım #linux",,,,
TEKNOBH,@teknobhcom,2021-07-30T06:04:04.000Z,"Epic Games Store bu hafta 148 TL değerinde iki oyunu ücretsiz olarak sunuyor

➤ https://teknobh.com/epic-games-store-ucretsiz-oyun-listesini-yeniledi/…

#EpicGames #EpicGamesStore #teknoloji #sondakika #trend #haberler #gündem #güncel","Epic Games Store Ücretsiz Oyun Listesini Yeniledi | TEKNOBH
Epic Games Store ücretsiz oyun listesine 148 TL değerinde iki oyun daha ekledi. Peki hangi oyunlar ücretsiz olarak sunulacak? İşte Detaylar
teknobh.com",,,
Sanal Konular,@SanalKonular,2021-07-29T22:35:18.000Z,"MicroStrategy, Bitcoin (BTC) Satın Almaya Devam Etmeyi Planlıyor
https://haberlerburda.com/microstrategy-bitcoin-btc-satin-almaya-devam-etmeyi-planliyor/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Sanal Konular,@SanalKonular,2021-07-29T22:34:59.000Z,"Wall Street Kurdu, Bitcoin, Altcoin, Tether ve DeFi Tahminlerini Verdi!
https://haberlerburda.com/wall-street-kurdu-bitcoin-altcoin-tether-ve-defi-tahminlerini-verdi/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Sanal Konular,@SanalKonular,2021-07-29T21:30:23.000Z,"ABD Temsilcisi: Kongre Bu Kripto Para Türlerinden Korkuyor!
https://haberlerburda.com/abd-temsilcisi-kongre-bu-kripto-para-turlerinden-korkuyor/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
BİTCOŞAR,@bitcosar,2021-07-29T21:15:08.000Z," Grafik üzerinde RSI Uyuşmazlığı görünümü.

 RSI Uyuşmazlığı hakkında ne düşünüyorsunuz?

#bitcoin #kriptopara #bitcosar #borsa #finans #ekonomi #teknoloji #banka #grafik #yatırım #analiz #forex #trade #forextrading #cryptotrading #cryptoeducation #kriptoanaliz #ayı #rsi",,,,4
TeknoKeşif,@teknokesifcom,2021-07-29T21:03:00.000Z,"Macbook Air fiyatını gerçekten hakediyor mu ? Ayrıntılar her zamanki gibi sitemizde mevcut.
#Macbook #Teknoloji #Güncel #Apple","Macbook Air fiyatını hak ediyor mu? Macbook Air alınır mı? - Tekno Keşif
Bir MacBook Air almaya karar verdiyseniz ve MacBook Air alınır mı? diye soruyorsanız bu yazıyı okumalısınız.
teknokesif.com",,,
Akıllı Telefon,@akillitelefonco,2021-07-29T20:53:41.000Z,PlayStation 5 En Hızlı Satan Sony Konsolu: 10 Milyon Adet #teknoloji #ps5,"PlayStation 5 En Hızlı Satan Sony Konsolu: 10 Milyon Adet - Akıllı Telefon
Sony Interactive Entertainment, blogunda büyük bir dönüm noktasına işaret eden yeni bir makale yayınladı – Kasım ayında piyasaya sürüldüğünden bu yana dünya genelinde 10 milyon PlayStation 5 konsolu...
akillitelefon.com",,,
Teknoloji.org,@teknoloji_org,2021-07-29T20:32:25.000Z,"Samsung, kazancı ve gelecek planları hakkında yorumlar yaptı. Şirket, önümüzdeki dönemde yeni teknolojilere ağırlık verecek.

>>https://teknoloji.org/samsung-kazanci-ve-gelecek-planlari-hakkinda-konustu…

#teknoloji #galaxy #samsung",,,,1
Sanal Konular,@SanalKonular,2021-07-29T17:35:06.000Z,"Kripto Para Kullanıcı Sayısı, Ocak Ayından Bu Yana 2 Kat Artış Gösterdi
https://haberlerburda.com/kripto-para-kullanici-sayisi-ocak-ayindan-bu-yana-2-kat-artis-gosterdi/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Hayaleturk,@hayaleturkcom,2021-07-29T17:34:35.000Z,Instagram’dan yeni değişiklik: 16 yaş altındakilerin hesapları ‘gizli hesap’ olarak kaydedilecek https://bit.ly/2Vk6HDg #haber #teknoloji #gündem,"Instagram’dan yeni değişiklik: 16 yaş altındakilerin hesapları ‘gizli hesap’ olarak kaydedilecek
Popüler görsel paylaşım platformu Instagram, 16 yaş altındakilerin açtığı hesapları otomatik olarak ‘gizli hesap’ statüsüne alacak. Böylelikle sadece onaylı takipçiler…
hayaleturk.com",,,1
Sanal Konular,@SanalKonular,2021-07-29T17:20:35.000Z,"DOGE, Cardano, XRP: İşte Beklentiler ve Bilmeniz Gerekenler!
https://haberlerburda.com/doge-cardano-xrp-iste-beklentiler-ve-bilmeniz-gerekenler/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,1
Sözlük,@_terimlersozluk,2021-07-29T16:59:03.000Z,"NASA, görünümü bir yılbaşı ağacını andırdığı... - #fotoğraf #teknoloji #bilim #uzay #nasa #görüntü #yıldız - #astronomi #perşembe","NASA, görünümü bir yılbaşı ağacını andırdığı için fotoğraf - teknoloji - bilim - uzay - nasa -...
NASA, görünümü bir yılbaşı ağacını andırdığı için nedir ve NASA, görünümü bir yılbaşı ağacını andırdığı için hakkında kısa ilginç bilgi NASA, görünümü bir yılbaşı ağacını andırdığı için ile ilgili...
turkcebilgi.org",,,
Sözlük,@_terimlersozluk,2021-07-29T16:59:02.000Z,"1950'lere kadar ""daha sağlıklı olmak için... - #tarih #sağlık #teknoloji #bilim #doktor #sigara - #astronomi #perşembe","1950lere kadar daha sağlıklı olmak için sigara tarih - sağlık - teknoloji - bilim - doktor - sigara
1950lere kadar daha sağlıklı olmak için sigara nedir ve 1950lere kadar daha sağlıklı olmak için sigara hakkında kısa ilginç bilgi 1950lere kadar daha sağlıklı olmak için sigara ile ilgili kullanıcı...
turkcebilgi.org",,,
MYWAY,@mywayTurkey,2021-07-29T16:38:38.000Z,"Acil durumlarda iyi bir kurtarıcı olabilir.

#dipçe Bunun yerine her katta tam teşekküllü yangından korunma odacıkları (sığınakları) yapılsa daha iyi bir çözüm olur.
5 kattan yüksek binalarda zorunlu tutulabilir.
#bilim #teknoloji",,,4,6
Bilkom,@Bilkom,2021-07-29T16:14:38.000Z,"Evde video konferansa katılırken ya da sevdiklerinizle görüntülü konuşurken Huawei D15 Ryzen’in geniş ekranında daima iletişimde kalın!

#Bikom #BilkomGüvencesiyle #Huawei #D15Ryzen #Matebook #bilgisayar #dizüstü #teknoloji",,,,
Sincan Belediyesi,@ankarasincanbld,2021-07-29T16:12:35.000Z,"Dijital Dönüşüm Akademisi gençlerimizi teknolojiyle buluşturuyor, Sincan’ın gençliği geleceğe bugünden dokunuyor! 

#SincanBelediyesi #Sincan #Ankara #Belediye #robotikkodlama #teknoloji #dijitaldönüşüm",,,2,10
Teknoloji.org,@teknoloji_org,2021-07-29T14:36:37.000Z,"Stardew Valley geliştiricisi Eric Barone, yaptığı açıklamada yeni oyun müjdesini verdi. Detaylar için haberimize göz atabilirsiniz.

>>https://teknoloji.org/stardew-valley-gelistiricisinden-mujde-yeni-oyun-geliyor…

#teknoloji #oyun #stardewvalley",,,1,2
Eko Ayrıntı - ekoayrinti.com,@ekoayrinti,2021-07-29T14:12:33.000Z,Gboard’a Akıllı Yapıştırma Özelliği Geliyor http://dlvr.it/S4fm4B #Teknoloji,"Gboard’a Akıllı Yapıştırma Özelliği Geliyor - ekoayrıntı
Google tarafından yapılan son güncellemelerde en iyi Android klavye uygulamalarından birisi olan Gboard için yeni bir özelliğin geleceği görüldü. Mevcut
ekoayrinti.com",,,
Teknoloji.org,@teknoloji_org,2021-07-29T14:07:45.000Z,"Sony PlayStation 5 için uzun süredir beklenen M.2 SSD desteğini sonunda getiriyor. Beta sürümü bazı kullanıcılara sunuluyor.

>>https://teknoloji.org/playstation-5-m-2-ssd-destegi-sonunda-geliyor…

#teknoloji #m2ssd #playstation #playstation5",,,,3
Sözlük,@_terimlersozluk,2021-07-29T13:59:03.000Z,Homopus signatus - sadece birkaç inç... - #biyoloji #kaplumbağa #afrika - #teknoloji #perşembe,"Homopus signatus - sadece birkaç inç uzunluğa biyoloji - kaplumbağa - afrika
Homopus signatus - sadece birkaç inç uzunluğa nedir ve Homopus signatus - sadece birkaç inç uzunluğa hakkında kısa ilginç bilgi Homopus signatus - sadece birkaç inç uzunluğa ile ilgili kullanıcı...
turkcebilgi.org",,,
Sözlük,@_terimlersozluk,2021-07-29T13:59:02.000Z,Mikroskop altında C vitamini'nin görüntüsü - #biyoloji #mikroskop #kimya #vitamin #element - #teknoloji #perşembe,"Mikroskop altında C vitamininin görüntüsü biyoloji - mikroskop - kimya - vitamin - element
Mikroskop altında C vitamininin görüntüsü nedir ve Mikroskop altında C vitamininin görüntüsü hakkında kısa ilginç bilgi Mikroskop altında C vitamininin görüntüsü ile ilgili kullanıcı yorumları...
turkcebilgi.org",,,
Sanal Konular,@SanalKonular,2021-07-29T13:55:01.000Z,"3 Analist: Altın’ın Sıradaki Adımı Bu Seviyelere Olacak!
https://haberlerburda.com/3-analist-altinin-siradaki-adimi-bu-seviyelere-olacak/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Sanal Konular,@SanalKonular,2021-07-29T13:39:57.000Z,"Analist Benjamin Cowen, Bitcoin’de (BTC) ‘Mücadelenin’ Başlayacağı Seviyeyi Açıkladı
https://haberlerburda.com/analist-benjamin-cowen-bitcoinde-btc-mucadelenin-baslayacagi-seviyeyi-acikladi/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Teknoloji.org,@teknoloji_org,2021-07-29T13:39:36.000Z,"Huawei P50 serisi resmi olarak tanıtıldı. Huawei P50 ve Huawei P50 Pro modellerinden oluşan seri hakkında detaylı bilgi için tıklayın.

>>https://teknoloji.org/huawei-p50-serisi-resmi-olarak-tanitildi…

#teknoloji #huawei #huaweip50 #huaweip50pro",,,,2
Hayaleturk,@hayaleturkcom,2021-07-29T13:37:46.000Z,Pegasus Casus Yazılımından Nasıl Korunabiliriz? https://bit.ly/3C3euXl #haber #teknoloji #gündem,"Pegasus Casus Yazılımından Nasıl Korunabiliriz?
İsrailli teknoloji şirketi NSO tarafından geliştirilen casus yazılım Pegasus, sarsıcı iddialarla dünyanın gündeminde. Akıllı telefonlara bulaşmak için WhatsApp, iMessage ve…
hayaleturk.com",,,1
Harput Ajans,@ajansharputt,2021-07-29T12:28:30.000Z,"Yaşanabilir akıllı şehirlere dönüşüm yolculuğu sanal konferansı ve fuarını 8-9 eylül tarihlerinde gerçekleştiriyoruz. Detaylı bilgiye http://smartcitiesturkey.com üzerinden ulaşabilirsiniz.

#akıllışehirler #akıllıbelediyecilik #teknoloji #konferans #fuar",,,1,1
Teknoloji.org,@teknoloji_org,2021-07-29T12:24:44.000Z,"Facebook ve Ray-Ban ortaklığıyla bir akıllı gözlük geliyor. Sizler de konu hakkındaki detaylı bilgilere haberimizden ulaşabilirsiniz.

>>https://teknoloji.org/facebook-ve-ray-ban-ortakligiyla-bir-akilli-gozluk-geliyor…

#teknoloji #akıllıgözlük #facebook #rayban",,,,2
Anadolu Bilişim Buluşmaları,@anadolubilisimb,2021-07-29T12:23:47.000Z,"Yaşanabilir akıllı şehirlere dönüşüm yolculuğu sanal konferansı ve fuarını 8-9 eylül tarihlerinde gerçekleştiriyoruz. Detaylı bilgiye http://smartcitiesturkey.com üzerinden ulaşabilirsiniz.

#akıllışehirler #akıllıbelediyecilik #teknoloji #konferans #fuar",,,1,1
Eko Ayrıntı - ekoayrinti.com,@ekoayrinti,2021-07-29T12:12:03.000Z,360 Derece Ekranlı Xiaomi Mi Band X Geliştiriliyor http://dlvr.it/S4fMgp #Teknoloji #XiaomiMiBandX,"360 Derece Ekranlı Xiaomi Mi Band X Geliştiriliyor - ekoayrıntı
Xiaomi Mi Band X ile şirketin 360 derecelik ekrana sahip yeni cihazı tanıtacağı öne sürüldü.
ekoayrinti.com",,,
Ismail Ari,@DrIsmailAri,2021-07-29T11:59:14.000Z,"Replying to 
@girisimfabrika
 @ozyeginuni
 and 3 others","Sayın Girişimci Adayları, 
@girisimfabrika
 olarak bu dönem yine çok iyi başvurular aldık. Süper bir arkadaş grubuyla yeni BİGG turuna başlamak için son fırsat. #tubitak #bigg #girişim #teknoloji #inovasyon",,1,1
Eko Ayrıntı - ekoayrinti.com,@ekoayrinti,2021-07-29T11:42:05.000Z,Galaxy Note 21’nin Boşluğunu Xiaomi Mi Mix 4 Doldurabilir http://dlvr.it/S4fH98 #Teknoloji #XiaomiMiMix4,"Galaxy Note 21’nin Boşluğunu Xiaomi Mi Mix 4 Doldurabilir - ekoayrıntı
Samsung Galaxy Note 21’in çıkmayacağı kesinleşti. Ancak yeni Xiaomi Mi Mix 4, bu boşluğu doldurabilir. 
ekoayrinti.com",,,
Sanal Konular,@SanalKonular,2021-07-29T11:20:01.000Z,"Ödüllü Ekonomist: Altın Bu Seviyeleri Kırarsa Çok Tehlikeli!
https://haberlerburda.com/odullu-ekonomist-altin-bu-seviyeleri-kirarsa-cok-tehlikeli/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
esporland,@esporlandcom,2021-07-29T11:16:44.000Z,"PlayStation 5 Satış Rekoru Kırmayı Başardı! 
Esporland | Haberler 
https://esporland.com/index.php?page=esporland-single-post-haberler&id=691…

#ps5 #ps4 #PlayStation5 #PlayStation #sony #game #gaming #konsol #console #oyun #oyunhaber #oyunhaberi #teknoloji #espor #esports #esporland",,,5,3
Sanal Konular,@SanalKonular,2021-07-29T11:10:18.000Z,"ABD’den 28 Milyar Dolarlık Kripto Para Vergi Hamlesi
https://haberlerburda.com/abdden-28-milyar-dolarlik-kripto-para-vergi-hamlesi/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Sanal Konular,@SanalKonular,2021-07-29T10:30:34.000Z,"Günün Lideri: Bu Altcoin, Milyonluk Hackin Ardından Fırladı!
https://haberlerburda.com/gunun-lideri-bu-altcoin-milyonluk-hackin-ardindan-firladi/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Teknoloji.org,@teknoloji_org,2021-07-29T10:22:39.000Z,"Microsoft'un CEO'su Satya Nadella'ya göre Xbox Series X ve S firmanın ürettiği konsollar arasında en çok satan konsol modelleri oldu.

>>https://teknoloji.org/xbox-series-x-ve-s-en-hizli-satan-konsol-modelleri-oldu…

#teknoloji #xbox #xboxgamepass #xboxseriess #xboxseriesx",,,,3
Eko Ayrıntı - ekoayrinti.com,@ekoayrinti,2021-07-29T10:12:03.000Z,Xiaomi Mi 12 Ultra 192 MP’lik Kamerayla Gelebilir http://dlvr.it/S4f1j1 #Teknoloji,"Xiaomi Mi 12 Ultra 192 MP’lik Kamerayla Gelebilir - ekoayrıntı
Xiaomi Mi 12 Ultra, şirket tarafından henüz tanıtılmamış olmasına rağmen pek çok farklı iddia ile gündeme gelmeye devam ediyor. 
ekoayrinti.com",,,
Sanal Konular,@SanalKonular,2021-07-29T09:50:35.000Z,"Bitcoin ve ETH Stabilken Bu 6 Altcoin Uçuyor! İşte Veriler…
https://haberlerburda.com/bitcoin-ve-eth-stabilken-bu-6-altcoin-ucuyor-iste-veriler/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,1
medi,@hale_medi,2021-07-29T09:50:24.000Z,"süzüp, içeriye veriyorlar. Enerji ihtiyacı ise aşağıda oynayan çocukların hoplama zıplamalarından elde edilen kinetik enerjiyle + güneş enerjisiyle karşılanıyor. #havakirliliği #alg #oksijen #teknoloji","Biotech playground creates clean air for children in Poland
news.cgtn.com",,,4
Sanal Konular,@SanalKonular,2021-07-29T09:40:00.000Z,"Coca-Cola, Decentraland’da NFT Koleksiyonu Başlatacak
https://haberlerburda.com/coca-cola-decentralandda-nft-koleksiyonu-baslatacak/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Kadir UÇAR,@kadirucar,2021-07-29T09:37:36.000Z,"Ar-Ge İnovayon Sanayi ve Teknoloji Fuarı • Esas Expo • 13-14 Ekim 2021 • İZMİR
 #ArGe #İnovasyon #Sanayi #Teknoloji # #ai #artificialintelligence #machinelearning #bigdata #innovation #iot #digitaltransformation #5g #automation",,,,
Hayaleturk,@hayaleturkcom,2021-07-29T09:37:28.000Z,"Kıvanç Tatlıtuğ, Netflix’in Belçika yapımı dizisi Into The Night’ın ikinci sezonuna konuk oldu! https://bit.ly/3ybxu3p #haber #teknoloji #gündem","Kıvanç Tatlıtuğ, Netflix’in Belçika yapımı dizisi Into The Night’ın ikinci sezonuna konuk oldu!
Amsterdam, July 28, 2021 – Netflix Belçika yapımı dizisi Into The Night’ın ikinci sezonuna katılan yeni oyuncu kadrosunu açıkladı. Mehmet…
hayaleturk.com",,,1
olay.com.tr,@OlayHaber_Bursa,2021-07-29T09:32:45.000Z,"Google çalışanlarına aşı zorunluluğu getiriyor

https://olay.com.tr/google-calisanlarina-asi-zorunlulugu-getiriyor-824862… #haber #sondakika #Teknoloji",,,,
Sanal Konular,@SanalKonular,2021-07-29T08:40:00.000Z,"Bitcoin (BTC) Analizi: Analist Yükseliş Habercisi Olan Potansiyel Bir Golden Cross İçin Tarih Verdi
https://haberlerburda.com/bitcoin-btc-analizi-analist-yukselis-habercisi-olan-potansiyel-bir-golden-cross-icin-tarih-verdi/… 

 #sondakika #gündem #dünya #teknoloji #sondakika #güncel #ekonomi #turkıye #binance #ekonomi  #btc #DOGE #SHIB",,,,
Teknoloji Dünyası,@teknolojidu_net,2021-07-29T08:38:04.000Z,"Windows 365’in Fiyatı Duyuruldu!
https://teknoloji-dunyasi.net/2021/07/19/windows-365in-fiyati-duyuruldu/…
#windows #haber #haberler #teknoloji #gündem #windows365",,,,
